comment_id,text,video_id
UgzemCq2T4B05WoCRl14AaABAg,Pe-pe-peroooo y las SCRIMS????? y las SCRIMS con NA????,yakXV1RmYpo
UgzFeMittC3Afx9ZHhV4AaABAg,"Me parece que la peor idea que pudieron tener los equipos de la LLA para ""mejorar"" su nivel de juego fue meter coreanos como AK.
En SoloQ puede sonar fantástico tener un coreano en tu equipo, pero a nivel competitivo donde la comunicación es algo clave, las barreras del lenguaje e incluso culturales se notan mucho en el macro.

Eso sumado a las evidentes brechas que hay, como falta de presión con wards, toma de decisiones, trade de objetivos, etc... hace que tengamos el peor nivel de juego en el mundo.",yakXV1RmYpo
UgyCR3J9fT_1Z0YGoA94AaABAg,Graves bebedero para aguantar y no oneshotear a los carris exelenteeeee,yakXV1RmYpo
Ugy009ylSSCvyn23MeN4AaABAg,"grell ni de chiste tiene nivel para NA , en la final de LLA terminaron carreandolo el no puede contra la presion si ni en brasil pudo.",yakXV1RmYpo
UgxkIBlgJt722tmgbO14AaABAg,Cada 3 seg le retrasas no manches,yakXV1RmYpo
UgzRCfAxL4XLqk-RK594AaABAg,Min 12:00 si Jelly  flashea a la izquierda despues de acertar esa venda estunea a los carrys y es todavia mejor pelea,yakXV1RmYpo
Ugy_0PA4le15QYeKPo94AaABAg,"ulti de orn en teamfights = robar kills
ulti de graves en la misma team fight = contribución
obviamente ADD trataba de continuar con la cadena de CC para asegurar si o si las kills lo antes posible para voltearse sobre los otros 3, algo mas ha de saber nuestro amigo pro y no un casual",yakXV1RmYpo
Ugzj7TGbA8R2n6D_s8J4AaABAg,ADD es como el dani alves en los pumas,yakXV1RmYpo
UgxX9Y3xOBr6H8HTpkV4AaABAg,Harás alguna reacción de las casters latinas ? Chance les guste tu opinión con experiencia,yakXV1RmYpo
UgyqRJoko8Hy-kYNeIN4AaABAg,deja de robar ADD,yakXV1RmYpo
Ugwq7wxy0r70YxVUxUh4AaABAg,"ADD no solamente FALLO todas las ulti, tambien quizo saltar el muro de talillah con su E, grande ADD
8:13",yakXV1RmYpo
UgyiXjmprcdZuAzz9ct4AaABAg,( pepoG )  Diceselos mi KON,yakXV1RmYpo
Ugxpw5OPTZ_y7sxhkXx4AaABAg,Vete alv xd Se me había olvidado que estaba en espera de estreno este video,yakXV1RmYpo
UgyaSpKM0e4XFqQftKx4AaABAg,Zzzzz,yakXV1RmYpo
UgwTi-W4rPRGVlIirT94AaABAg,ya sacalo mi king no manches BabyRage,yakXV1RmYpo
Ugyxj1spWbfCITKSard4AaABAg,Ya suéltalooooo,yakXV1RmYpo
Ugyzd4HZHUzRCfXSKsN4AaABAg,"Sky creo que este video, refleja en general tu relación de amor/odio hacia Riot. Si nunca ves este mensaje no me importa, lo que me importa es que sigas conectado a tu juego que es LOL",pW80ge3h2FQ
Ugynjf4fW5c6SkQSU4J4AaABAg,"No sabia que el sky era de tijuana, cuando haces un meet perro",pW80ge3h2FQ
UgyxnbFKH7U14t2U3dd4AaABAg,"Aprendí a jugar con las guías del tio skyshock, por eso nunca llegué a challenger 🤡🤡",pW80ge3h2FQ
UgzM98dSpFWd878RVH14AaABAg,TJ kek,pW80ge3h2FQ
UgxqC16AiYJoWIlXesV4AaABAg,Like por el fondo de Big Boss 👍,pW80ge3h2FQ
UgyDdNksSGNrRZ_DjN54AaABAg,"Ahora si, la esperanza de LLA!! Jajajaja",pW80ge3h2FQ
UgxE7Xoul7F5Arp9Zzp4AaABAg,Volvió el king revive los E-sports,pW80ge3h2FQ
UgzyNUxrmg82_CFXM4x4AaABAg,Con quien jugaba? 0:,pW80ge3h2FQ
UgzeajXL_F6Ci0dbMu94AaABAg,y pensar que yo te veia en tus guias por  ahi la s2 al dia de hoy me alegra saber q estas creando contenido nostalgia pura,pW80ge3h2FQ
Ugws1MtPsIuFdbGVHAh4AaABAg,donde puedo ver el mundial redactado por vos dios sky. ??,pW80ge3h2FQ
Ugz3MeFtXsdayyH-P-F4AaABAg,"No dejes de subir videos papi Sky, por favor!",pW80ge3h2FQ
UgxVyLUtCBenoPYi92J4AaABAg,Mi Kong,pW80ge3h2FQ
UgxWyu6ZDlQYHZuocld4AaABAg,9:16 KERIA? POGGIES,pW80ge3h2FQ
UgxhkmE4ybXUfAsnJld4AaABAg,Mucho conocimiento en una sola partida,pW80ge3h2FQ
UgwXmj1IFpRJ8pWYF5d4AaABAg,Grande mario memes enseñando a jugar al novato,pW80ge3h2FQ
UgyUOaJOCqIavZaBqt14AaABAg,Vienen a  mi recuerdos del diccionario de LoL.,pW80ge3h2FQ
UgwlOHgBh7cNf9R9xkZ4AaABAg,Un grande el diputado Mario Memo para dejar que su soporte cargue con todo el juego,pW80ge3h2FQ
UgzigL7JQe421wj94xR4AaABAg,Al fin una guía de mi categoría EZ CLAP,pW80ge3h2FQ
UgxKU8IA1S6Kk1Qkfk54AaABAg,"guia: vender tu alma,divorciarse o romper con tu pareja,esponja para bañarse mientras juegas, y ser un nini( ni trabajar ni estudiar)",pW80ge3h2FQ
Ugz3MxQ7IgNZb02sqPt4AaABAg,invita we Babyrage,pW80ge3h2FQ
UgwCUZMOSpbg2pIgMPl4AaABAg,"jajaja, primer paso, le metes varo, asi luego te vuelves adicto porque quieres justificar ese varo gastado",pW80ge3h2FQ
Ugz1AnMRdiOfPuOXbW54AaABAg,"Gran partida de este prospecto para proplayer, gracias a la juventud la región de Latinoamérica llegará a grupos.",pW80ge3h2FQ
Ugyafau5SSUeaf-pr2R4AaABAg,"eh visto  un pequeño reportaje de ti en código sport, y vine a ver quien eres, y a ver 5 videos tuyos, se nota que eres un inepto,  haces drama de nada y si alguien hace algo es racismo, típico de un mediocre para abrirse puertas, si estas en la lista negra es por algo, y todavía protestas si no quieren dejarte entrar a algún lado de riot, jajaja enserio das risa,  tener un microfono  y hacer es stream no te hace importante ni que tengas razón, pero bueno  no creo que te hagas una auto critica y mejores,  adios mediocre que nunca mas escuchare de el",LkRY49b_C6g
Ugy0HdupLr2q6q_erGN4AaABAg,"yo te vi el mundial, jejej narrando con azteca.",LkRY49b_C6g
UgwTFn6ZxbFm98C5Jhx4AaABAg,,LkRY49b_C6g
Ugy5NAV5W3Q9zQzTJi54AaABAg,Eee wee bájale al zoom y hagan los cortes mas fluidos BabyRage,LkRY49b_C6g
UgxPpxbK10WONKDuzpF4AaABAg,"Pus está bien no? XD a fin de cuentas no es un trabajo como tal. No sé por qué tanta preocupación, a fin de cuentas somos puros gamers y lo hacemos por que nos gustan los videojuegos jajaja
Y es como todo, puedes poner un puesto de tacos habiendo 2mil más en la ciudad, si tienes chispa y un poco de suerte ya la hiciste",LkRY49b_C6g
UgwVM3OtqvMmQpxNHP94AaABAg,"Hola Skyshock, tengo una duda, porque ya no comentas los partidos de la LLA? aunque sea comenta las partidas del mundial :c se te extraña",LkRY49b_C6g
UgybkYM5wTHwBIs2HAx4AaABAg,Y ahora que voy a tragar???,LkRY49b_C6g
UgyaUUVdORSUoLbe1H54AaABAg,"La verdad los que se meten a twitch a stremear se me hace un poco tonto por que ya se metieron demaciado tarde y a lo mucho tendran 5 vistas y si les va bien , pero necesitas tener tremenda suerte para pegarle al gordo en twitch en estos momentos ,como le paso a youtube ahora le esta pasando a twitch",LkRY49b_C6g
Ugyw21J_6DfNNsLs5bN4AaABAg,"NA streamers in shambles 
P.D Estaria bueno q el kin en el stream ponga un leve mas grande su camara solo cuando vaya a dar una opinión muy extensa para q cuando le editen sus videos no se vea medio extraño por tanto zoom",LkRY49b_C6g
UgwAU08w5Aqm5c_w-iR4AaABAg,"Hola Skyshock me acordé de ti gracias al lolcito ya que estaba buscando runas de nunu y recordé que tu hiciste el última presentación de ese champ en fin , ya te ves viejito Man te quiero mucho aún soy tu fan 🤠",LkRY49b_C6g
Ugw-OeGGFEmAtB9rHCp4AaABAg,yo tengo 0 :(,LkRY49b_C6g
UgyFeeuYH4_DtoYJG8B4AaABAg,Estoy totalmente seguro que la persona que se detuvo a leer estés comentario será muy exitosa en todo lo que haga,LkRY49b_C6g
Ugx2Ruwaa5y8S8M5bwB4AaABAg,༼ つ ◕‿◕ ༽つ El Heroe del Pueblo lo Hace de NUEVO!!  ༼ つ ◕‿◕ ༽つ    ...  ༼ つ ◕‿◕ ༽つ ES  UN  HONOR!  ESTAR CON SKYSHOCK! ༼ つ ◕‿◕ ༽つ,LkRY49b_C6g
UgytloQtBQW4QZjKLRB4AaABAg,"Tú te quejas porque ya estás establecido, deberían limitarte mejor las horas a ti y tú poner más anuncios para que ya no chilles.",LkRY49b_C6g
UgwJeAnrT4oS5JZPprZ4AaABAg,"Tenia mucho de no ver a Skyshock y ahora habla muy tumbado, arrastra lo que dice todo el tiempo jajaja",WjtByUlwDC8
Ugwc_af5MOIO9wqEpex4AaABAg,"ya prende mi kong BabyRage (no hate, mucho love) Okayge",WjtByUlwDC8
UgyRR3QJvKJq00aE8Px4AaABAg,"yo creo que aca el pedo es que hay que entender que el streamer lo hace porque le gusta y la audicencia se suscribe o manda bits porque le gusta el contenido mas no porque lo estes comprando o quieras tener derechos sobre él, la raza que se intensea con los streamers está muy mal",WjtByUlwDC8
Ugz69prcyBzEzFnApXZ4AaABAg,Ya prende we,WjtByUlwDC8
UgwM6Xc8JIN85LSkxfp4AaABAg,estabas ebrio o bajo el efecto de alguna drug? jajajajaja a mi no me engañas pillín. No te preocupes no haré lo mismo que la gente reclamandole al mariana por su vida personal (gente enfermita),WjtByUlwDC8
UgwOhA9w8pS8BMlmmjl4AaABAg,ya prende we (No hate),WjtByUlwDC8
Ugw_-9GJEmklGKNattF4AaABAg,Ya vas a prender o no wey BabyRage,WjtByUlwDC8
UgxHguqMetDidZXF6g94AaABAg,5:43 se paso de vrg xd,WjtByUlwDC8
UgxFoa6gIO_T_53w4Ax4AaABAg,Están bien raritos los fans de los streamers xd,WjtByUlwDC8
UgxQ3gQBtSjg9MkjBR14AaABAg,ya prende we babyrage XD,WjtByUlwDC8
Ugw6lVXjpGdLf77xcQF4AaABAg,"Se te da muy bien la hablada de forma libre, Sky, deberías hacer podcast en los que hables libremente de temas específicos, como una plática.",WjtByUlwDC8
UgxI4tZVbOwYqL1lyIR4AaABAg,"tambien es lo que tiene hacer un stream para niños, al tener un publico tan infantil e inmaduro, a todos los streamers que hacen contenido muy parecido al mariana les ha pasado algo así con su público. Solo hay que ver las reacciones y lo intensos que se ponen los seguidores de Auron, Juan y similares",WjtByUlwDC8
Ugz7ej6mOzjrN-q4C354AaABAg,YA PRENDEEEE BUEY BABYRAGE,WjtByUlwDC8
Ugxf1522uzG9qGSc5354AaABAg,"el sonido de la musica esta super alto, y me super caga que el sonido de la voz de mi gran skyshock esta bien bajito",WjtByUlwDC8
Ugx_7pQXJWEXOu3IHYJ4AaABAg,"La gente se acostumbran a verte en ese horario es casi como un programa de televisión, si la gente lo deja de ver podría afectar bastante",WjtByUlwDC8
UgwCZWBKSC_CuYJG-3B4AaABAg,"justamente hoy siento que se desquito con los intensos del chat, que le andan diciendo que no le gusta rigcraft o cualquier cosa y tienen que poner su comentario de mierda o cuando pone en el titulo jugaremos ""COD"" (por poner un ejemplo ) y le andan spameando ""¿y tortilla ya no vas a jugar?"" o andan spameando a canales ajenos el zaza de forma exagerada, o si hace un stream de  ""poco"" tiempo le reclaman.",WjtByUlwDC8
UgwrJbhfmi3bEs1vhRp4AaABAg,"""Un vergón con pus"" JAJAJAJJAJAJA",WjtByUlwDC8
UgwafCeQ9iOh5om6aBt4AaABAg,Se lo toman tan en serio que pueden llegar a destruir las amistades de los streamers,WjtByUlwDC8
UgzGax-JCCwZ3FfpFxx4AaABAg,JAAJAJAJAJA GOD,WjtByUlwDC8
Ugxvg7GOxJiiWz2ixHd4AaABAg,Ya prende we,WjtByUlwDC8
Ugzm2ADMvr9rrJCzPPd4AaABAg,Yo una vez de portero tiraron pegado al poste me aventé y saqué el balón a la banda y todos gritando que chido y cuando me levanto y volteo todos me ven con la nariz sangrando xD,WjtByUlwDC8
UgyCUQyUR9ZFgQitr3B4AaABAg,"Un saludo para el tio Sky, alrato me suscribo Okayge",WjtByUlwDC8
UgyujgOeFk2sIs2e9WV4AaABAg,Hijos de su frutisima,WjtByUlwDC8
Ugw5rXCzPVtlTlSe2Kx4AaABAg,"La audiencia quiere que su streamer sea perfecto para poder presumir de ellos ante otras audencias es un sinsentido es como hace años cuando ponían en un pedestal a los youtubers.

Se ponen a compararlos como si fuera una pinche competencia",WjtByUlwDC8
Ugx0b2MCtYicrMFIAUl4AaABAg,ÑAÑE,WjtByUlwDC8
UgxPID_ZKIMEQfAWw0B4AaABAg,La audiencia se cree dueños de los streamers,WjtByUlwDC8
UgyRsVme4bRiM5hy8Kd4AaABAg,Okayge,WjtByUlwDC8
UgyJZf0gkjMGedX2JKV4AaABAg,La liga latina de lol murio cunsdo nosfhe y skyshock dejaron de castear,rArbLqoi6KQ
UgwD4MdDzp7Bu7Sng894AaABAg,420 de kDAAaaAaaaaaaaaAaaa 😂😂😂,rArbLqoi6KQ
UgzdhB-Bv1Gu9nZt-tp4AaABAg,14:15 JAJAJAJAJAJAJAJAJAJAJJA,rArbLqoi6KQ
UgwGvPkR4jDyYrtWsTR4AaABAg,Alguien puede decirme que stream es este,rArbLqoi6KQ
UgxFSKgK4s3cWS4Sv0t4AaABAg,el Sky cuando era más jovencito,rArbLqoi6KQ
UgwhQC1_ORJjNM7b8_N4AaABAg,Todo muy hermoso pero cuando mier$$$$$ los recontratan la re %&$*##* &÷&×&:$ *÷&$&,rArbLqoi6KQ
UgyCcto2oAXMA8U0n5F4AaABAg,Qué nostalgia :(,rArbLqoi6KQ
Ugw9NTNoedi7E2eTXeJ4AaABAg,Ojalá que se haga otro video de los funny moments de la lla,rArbLqoi6KQ
UgxZDzgusaMpgHlsgD14AaABAg,"El tío skyshoc , y nosfe eran la verga jajaj",rArbLqoi6KQ
Ugy6y_zwgx_4BB9TU8N4AaABAg,COMO TE EXTRAÑO LLN UnU,rArbLqoi6KQ
UgxKyvhZsIhBLLeu9nV4AaABAg,¿Neta nos quitaron todo lo que teníamos antes por el mal chiste de liga que tenemos en la actualidad? ¿En qué fregados estaba pensando Riot?,rArbLqoi6KQ
UgzvcqBI3JjSYI9_bTx4AaABAg,#eramosLAN,rArbLqoi6KQ
UgwrgTjpbUo-si-hf0h4AaABAg,La lámpara se salva,rArbLqoi6KQ
UgxT27-8HIcodLYftlt4AaABAg,Extrañamente este contenido era más profesional que el de la lla,rArbLqoi6KQ
UgzB8Z3wVeXzaRo_PFB4AaABAg,"Y aun asi, con todas esas cagadas.... Es mucho mejor que la produccion actual de la LLA (you can't change my mind)",rArbLqoi6KQ
Ugyopk3TM6spOoA5A-p4AaABAg,"Años viendote desde que jugabas al DayZ con Mallow y luego las entrevistas o analisis de Trick2g y Seiya antes de que hubiera servers en LATAM, los Skycast que me encantaban, luego cuando subiste los audios latinos de los personajes para latam y de alli tu anuncio a dejar el canal para trabajar con Riot, increible viaje, sin duda de lo mejor que ha tenido LoL Latam desde sus inicios y tu gran trabajo como comentarista, saludos Sky.",rArbLqoi6KQ
UgzolbRiJsrUAtMW50F4AaABAg,"Tío Sky, estaría chido que nos contaras más historias pa los que vivimos de la nostalgia.",rArbLqoi6KQ
UgzT6aTuVU9L3l5qIKx4AaABAg,Que stream fue ese?,rArbLqoi6KQ
Ugy1mwrKOZC6IVnWqw94AaABAg,3:19 Hobbler sigue jugando. Esta en Zeu5 Bogota en la LVP Colombia.,rArbLqoi6KQ
UgzDetKFhDKpg2WH-6R4AaABAg,"Esos mans subiendo su disculpa, como si a los jugadores de LoL de verdad les molestara el racismo. xD",rArbLqoi6KQ
UgxOjhIdjFQt8lKWYNt4AaABAg,"Conoci a Sky cuando quedo fuera de riot. Por eso me gusta ver este tipo de videos, aparte del chisme jajaja",rArbLqoi6KQ
Ugxg2Pgr_NlYDeYMARJ4AaABAg,Me hubiera gustado conocerte desde aquellos años jaja pero saber mas del kin  de hace 10 kilos esta chingon jajaja,rArbLqoi6KQ
UgxmPU47QHrcSjadIpF4AaABAg,Grande mi kong,rArbLqoi6KQ
UgzqLtwzUA5t_uK0gjd4AaABAg,los mejores años del LoL en LATAM sin duda,rArbLqoi6KQ
UgxEPBbgbpofNnpmkal4AaABAg,"Muchos no lo saben pero el Tio Sky ayudo mucho a que la comunidad del LOL que habla español creciera,  hasta inspiro al TioKnekro y lo consideran el padre del LOL en españa.. Pero empezo aca en Tijuana culos.",rArbLqoi6KQ
Ugz9-N8SlkWzUpVBavd4AaABAg,"Los únicos partidos que he visto son de Rosters LAN vs LAS...

Y se nota mucho la diferencia del equilibrio entre jugadores, por ejemplo esta final, si bugi no proponía su equipo totalmente muerto (al final entre Bugi y Mireu en conjunto casi la ganan), mucho desbalance en ese equipo.
ADD fácilmente podía dominar a ACCE, Seiya a Mireu (lo veo como de antaño en épocas Lyon), la Botlane implacable en el duelo, Grell echándole fibra y poniéndose lo más nivelado contra Bugi Uff brutal...

Yo sabía que iba a ganar Isurus porque es LAN ese equipo, y fue lo correcto.

LAS tiene mucho sobrevalorado y también ego del tipo basura, se la cromaban a Newbie, a Tierwulf por ir a EUW, a Josedeodo, pero regresan y ya vieron el resultado... Es lo mismo que con Globant Emerald, en su rancho eran los más fuertes y acá.... Mr Satán. Ahora desde que movieron Perú a ser LAS por motivos de Ping, atribuyen todo lo logrado por Oddie o SolidSnake, etc... 
Eso se va a confirmar esta promoción / relegación, aunque la mejor prueba de fuego era un equipo de LAS, puesto que Perú mayormente siempre había competido en LAN.

Estaría perrón revivir el hashtag de #SomosLAN, y que los equipos full roster LAN, se sacaran un estandarte mamalón con siglas ""LLN"". 
Esta ""LLA"" sólo he tenido algo claro...

LAS + Imports = Imports Destacando por Encima.
LAN + Imports = Equilibrio Balanceado.

Ojalá empezaran a tener más equipos Full LAN + imports, los de LAS se atribuyen el haber vencido a Brasil en el IWCQ cuando ese fue LLN, el Pool que se le ha dado a LLA, es el que se ganó LLN no ellos... Encima tienen el descaro de sentirse superiores, ojalá relegen a todos esos equipos y no vuelvan a ascender😜",rArbLqoi6KQ
UgwHfVzz65uH6BTVRrh4AaABAg,"9:46 y se fue todo a la v. Neta que peso un chingo esa desición. Que buenos casteos, recuerdo miraba entera toda la transmisión, una chulada, los más entretenidos.",rArbLqoi6KQ
UgxvMuY1exoLKiFsPYl4AaABAg,Que hermosos recuerdos.,rArbLqoi6KQ
Ugy7YcifczktnkwNEDl4AaABAg,"No mames este puto video es una joya, un día te vi cabrán en pinche reforma, de saber que eras grifo te invitaba un puto toque alv",rArbLqoi6KQ
UgwSgcONWFMpZRJraYR4AaABAg,12,rArbLqoi6KQ
UgwsPiZUVpxFLX_QrPt4AaABAg,esos si eran talentos en camara hoy solo quedan viejos aburridos (sin ofender por que ahora se nota sus expresiones de saquenme de aqui lo hago por simple trabajo) y pubertos con aires de influencers.,rArbLqoi6KQ
UgwMr1I5otQ6N2SSBh54AaABAg,"El Norte Recuerda
#SomosLAN
#FuimosLAN",rArbLqoi6KQ
UgwZAItOtWZ3KkDbfW54AaABAg,Recordar es volver a vivir,rArbLqoi6KQ
UgyvpMWAWnM8QisnIMp4AaABAg,"Faker Faker Seiya Seiya XDD los mejores caster eran skyshock, nosfeh y rafa los mejores... ""Skychock  ¿ Qué tenemos ? GG para Lion Gaming",rArbLqoi6KQ
Ugwd-AiBZ25jaEqY3Ah4AaABAg,jajjaja que cague de risa recordando esos buenos momentos,rArbLqoi6KQ
UgzWa_uCi8j3tz1YZLZ4AaABAg,Yo me la pasaba muy chido viendo la LLN con el sky siempre ahí andaban echando desmán el y nosphe,rArbLqoi6KQ
Ugx4vSIkD9FbBMb2hZh4AaABAg,Yo me la pasaba muy chido viendo la LLN con el sky siempre ahí andaban echando desmán el y nosphe,rArbLqoi6KQ
UgwzbBj_2knEl0za7E14AaABAg,"Me gusto mucho ver video reacciones , espero que sigas subiendo este tipo de contenido sky",rArbLqoi6KQ
UgxP5fepd-LfhgVQF4V4AaABAg,Que Agradable Lugar y/o Producto  🤖7 ...  Que viva el CHAD 😊,rArbLqoi6KQ
UgyscOeuhBV6MFznT2l4AaABAg,JAJAJAJAJ joyitas,rArbLqoi6KQ
UgwfRd-KRjx3QPffOOx4AaABAg,2:34 yo también creo q el foco los dejó así ajajaj,rArbLqoi6KQ
UgwxGox7uRZmz_zTzSp4AaABAg,"Un shot por los caidos, RIP D9. 😞",rArbLqoi6KQ
Ugwh2MJdar-uY_HOWSZ4AaABAg,te quiero mucho Erick :),rArbLqoi6KQ
UgxDB5SYt2T_-cT3KpF4AaABAg,Alguien tiene el link del stream completo?,rArbLqoi6KQ
UgwQ_Ll3eHtqG7KtP_V4AaABAg,"Hobbler sigue jugando, no está en la LLA porque puso su carrera universitaria por encima, actualmente está por graduarse de Psicología!",rArbLqoi6KQ
UgwXCERdcf7eRPdzQ0p4AaABAg,DE CUANDO ES EL DIRECTO?,rArbLqoi6KQ
UgwNWcPd7cVZDK8JGSR4AaABAg,Cuando unieron las ligas en el sur y dimos un bajon de nivel del demonio.,rArbLqoi6KQ
Ugwl-HKMYhl98asMqG94AaABAg,Y mi oso?,rArbLqoi6KQ
UgyEVGPg0P70GAza7JN4AaABAg,"Y pensar que la LLN ""improvisando"" le salieron mejores las cosas que a la LLA con más presupuesto XDDDD",rArbLqoi6KQ
UgwRw8eSEWuChzmcUGl4AaABAg,"me gustaba mucho la LLA , y me doy cuenta lo que me gustaba era mucho la informalidad que le daban era como estar con amigos viendo el juego que me gustaba",rArbLqoi6KQ
UgxnLy13BeeoCFOBBVd4AaABAg,Una joya esta reacción. Siempre vamos a recordar a Sky y sus casteos sin duda alguna.,rArbLqoi6KQ
Ugy5BYjC72QmkgrGz6N4AaABAg,"yo veia esas partidas solo por su casteo, los mejores casters de la historia de latam, no las chingaderas que ahora ponen xD",rArbLqoi6KQ
UgxbfkUoJVBv1ZPHudl4AaABAg,"Grande Legion JAJAJAJA todo ahí extravagante con el pelo azul, curiosamente me acordaba más del nickname anterior, el Jarvan xd",rArbLqoi6KQ
Ugzez9ZVFmZL5YYUtNx4AaABAg,Grande el becariooooooo,rArbLqoi6KQ
UgwV1zVBOfozku9HhIl4AaABAg,"uuuuff que recuerdos ver el derbi de la LLN, la maquina de la devastación vs el Leon !!!!",rArbLqoi6KQ
UgxLtxw8D3WdU9Y1sqB4AaABAg,falto la epica lampara se salva,rArbLqoi6KQ
Ugxbth2KeCR7JSwX-IN4AaABAg,Ya prende weeeee!,rArbLqoi6KQ
UgzwUnRApQ_yy_nKQex4AaABAg,"Sin ustedes la LLA huele, apesta y hiede a kk jajaja",rArbLqoi6KQ
Ugxd1evzEoddR2uS80J4AaABAg,#FuimosLAN Sadge,rArbLqoi6KQ
UgyvKW7lkKee2jQg1Gd4AaABAg,Otro pedo era la liga xD,rArbLqoi6KQ
UgxoeRVn-pLgcLKuhGd4AaABAg,#somosLAN,rArbLqoi6KQ
Ugw2dpB7C9JKpTe4IYl4AaABAg,10:27 JJ emputadísimo XD se le nota que le dolía perder a sus compas,rArbLqoi6KQ
UgxmaOQnIZhdFgLTEZR4AaABAg,"Coño, quiero volver a esos años sencillos",rArbLqoi6KQ
UgyZEyClIA21wctnCPN4AaABAg,Cómo me partí de risa mi king xD,rArbLqoi6KQ
Ugy_tQMh5V0CmKQMDD94AaABAg,de cuando es el stream? pa ver lo completo,rArbLqoi6KQ
UgxFMio2MqRTZEhrcxZ4AaABAg,De cuando fue ese stream chad? KEKW,rArbLqoi6KQ
UgzDgbGEGVRoJOpkqHl4AaABAg,"FuimosLAN, traigan mas chismesito!",rArbLqoi6KQ
UgyCLKUEUHfLrp3UTKl4AaABAg,"Lpm años viéndolos a vos y a nosfeh, los mejores cáster, pero por lejos, por muchísimo, eran rápidos en los comentarios, le ponían ese toque de futbol tan sudamericano, sabían muchísimo del juego, que caraj… pasó? Cómo riot no vio que eso era lo mejor de los eventos?",rArbLqoi6KQ
UgzkW3LsvGWVmGXSjjl4AaABAg,ya prende we babyrage,rArbLqoi6KQ
UgyV-RMazk-yhsfnvC54AaABAg,cuando fue este stream?,rArbLqoi6KQ
UgwiPWvmZS_iCFhcjhp4AaABAg,Recuerdo haya del 2017 aún cuando venía de la u y llegaba por la tarde a ver la LLN que buenos tiempos los comentarias que tenía la LLN no tenían nada que envidiar,rArbLqoi6KQ
UgwgPImF0oLxN3Bcae94AaABAg,nmss sky trabajabas en riot ??? ... hahahha que degenere,rArbLqoi6KQ
UgwZd-Rbr_3SThSNA-l4AaABAg,YO QUIERO VER CHICONAS COMO LAS DE LA NOCHE DE AYER NOESTO REEeee,rArbLqoi6KQ
UgyXsOKuZMGMqCxLMnJ4AaABAg,EXCELENTE CONTENIDO GRAN VIDEO A NO MMS ESTA ES MI PROPIA CUENTA ALV,rArbLqoi6KQ
UgwP1bDaexKbThfPUhR4AaABAg,Qué bello recordar cuando teníamos futuro competitivo. #SomosLAN,rArbLqoi6KQ
UgxloX0WNqA5ccPKw2l4AaABAg,Excelente video,rArbLqoi6KQ
UgxvYTW1Aa9k5k35P1J4AaABAg,A la cuenta de 3 voy a llorar,rArbLqoi6KQ
UgwHzY52DMKkYe7OGCx4AaABAg,No sabía lo que teníamos hasta que lo perdimos u.u,rArbLqoi6KQ
UgytIqCyRz6qbAjeaaZ4AaABAg,¡Excelente video! Okayge Saludos mi kon 🇹🇩,rArbLqoi6KQ
UgyS6Wuo0aM-lMnsdwp4AaABAg,Team Cachondo REEeee,gF3n7SEdDLY
UgzrUzdCZud8uqvtDF14AaABAg,4:10 Ahi salgo we peepoHey,gF3n7SEdDLY
UgzJMGF_JNh5akRD4_F4AaABAg,Me encantó el video mi kon,gF3n7SEdDLY
UgxSlmzFmQmmIR8XWCJ4AaABAg,Team cachondo 😎👊😂😂,gF3n7SEdDLY
UgxjGi5NiHObTTvMviV4AaABAg,comon daunnnnnnn,gF3n7SEdDLY
Ugw4yMppv5DqBbwCBD54AaABAg,Team cachondo BabyRage,gF3n7SEdDLY
UgzUcTXhtTul6M0jPCB4AaABAg,saludos a los editores,gF3n7SEdDLY
Ugx844-9zpMmfDgKLgB4AaABAg,"Después de horas de repetir lo que dice la mujer que sky no entendío es ""hola pase!! Mama estoy aquí!""",gF3n7SEdDLY
UgwmYcrDu9IzFAPoPMh4AaABAg,"Contenido de calidad, tiembla Amazon. Buen video mi kong",gF3n7SEdDLY
Ugyp1ysHksUvP9brNwd4AaABAg,Susge,gF3n7SEdDLY
UgzroWa0TnQS4Lci5h94AaABAg,Ya lo vio el tramposo babyrage,gF3n7SEdDLY
Ugw_ntXwVeFY6A26gXx4AaABAg,KEKW,gF3n7SEdDLY
UgzIb9Vmv_lhKGfAB4h4AaABAg,"Que buena produccion, ya se puede ver el chad, en algunas ocasiones  Okayge",gF3n7SEdDLY
Ugz2dQLvoF2LSxXUnZZ4AaABAg,Hubiera ganado jajjaa,gF3n7SEdDLY
UgwmDV3bn9B-LYbr9vJ4AaABAg,8:43 como hacen las tortugas cuando se aparean,gF3n7SEdDLY
UgynABtA3Wh1YOG13mh4AaABAg,ya lo vio BabyRage,gF3n7SEdDLY
UgwMT39Ef3JlGkWoj1R4AaABAg,Abran apuesta de cuanto dura antes de que televisa le tumbe el video,gF3n7SEdDLY
UgwbgCUL5PnKHP4iDbZ4AaABAg,Pura trampa Madge,gF3n7SEdDLY
Ugx42S9X70Ltrkof2HF4AaABAg,#TeamCachondo,gF3n7SEdDLY
Ugz_rHzOtpksD1Sce9Z4AaABAg,Tramposo ya lo viste,gF3n7SEdDLY
Ugxz4EBxKZzAQalffXR4AaABAg,Que feo se ve el Chat sin el 7tv y el bettertv,gF3n7SEdDLY
UgweWkfSuOu6gtS17h14AaABAg,ya lo vio babyrage,gF3n7SEdDLY
